order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,blank_1,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,blank_2,control_mean,control_sd,control_N,blank_3,cohens_d,blank_4,reverse,input_glass_delta,input_glass_delta_sd,include,blank_5,pku_age_mean,pku_age_sd,blank_6,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3
246,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion A-Time,speed,speed,Hayling Sentence Completion Test Part 2 - Time (sec.),NA,NA,NA,24.9,21.9,22,751,NA,NA,16,7.8,25,25,NA,NA,1,-1.121902306,1.26,1,NA,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat
245,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-baseline-speed,speed,speed,Congruent condition RT,Naming the colour of words spelling the same colour,NA,NA,710.9,135.13,37,720,NA,NA,599.2,91.82,30,NA,0.97,NA,1,-1.202419708,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
158,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Jahja et al 2016/2017,2017,Dot pattern Task,speed,NA,Mean series time (sec.),NA,NA,NA,9.3,1.8,57,655,NA,NA,8.7,1.5,57,NA,-0.362142984,NA,1,-0.397315436,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
156,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Burgard et al 1997-German,1997,Dot pattern Task,speed,NA,german vs controls - level  Time,NA,NA,NA,8.7,1.3,8,870,NA,NA,7.5,0.8,8,NA,-1.111778531,NA,1,-1.418181818,NA,1,NA,NA,NA,NA,NA,NA,4,Within  3 months,5 years,Within  3 months
161,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Ullrich et al 1996,1996,Dot pattern Task,speed,NA,Sonnevitle Visual Attention Task - Dot Pattern Exercise t1 - RT in sec,NA,NA,NA,12.3,4.53,8,1253.1,NA,NA,8.7,1.18,8,NA,-1.087585995,NA,1,-2.884437596,NA,1,NA,NA,NA,NA,NA,NA,--,--,-,--
160,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Schmidt et al 1994,1994,Dot pattern Task,speed,speed,Exercise T1 - RT,NA,NA,NA,1010,1318,19,1417,NA,NA,729,691,20,NA,-0.267038069,NA,1,-0.398357896,NA,1,NA,NA,NA,NA,NA,NA,--,Early treated,-,Early treated
164,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Rapid Visual Processing-% err,speed,NA,Rapid visual Information Processing -RVP -  % Errors,NA,NA,NA,18.9,11.3,37,720,NA,NA,13.3,8.8,30,NA,-0.552953275,NA,1,-0.628992629,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
166,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Muri et al 2022,2023,Sustained attention (TAP subtests),speed,NA,Test of Attentional Performance (TAP),T-scores,SD in reaction time (higher = better),"In this test, a sequence of stimuli is presented on the monitor. The stimuli vary in a range of feature dimensions: color, shape, size and filling. A target stimulus occurs whenever it corresponds in one or the other of two predetermined stimulus dimensions with the preceding stimulus (e.g. the same shape but with different color, size and filling). In order to adapt the difficulty of the task to the performance level of a subject, different levels of difficulty, that is, reactions to ""shape"" only or to ""color or shape"", may be selected.",46,9,30,741,265.1851852,IQR=358,52,9,54,NA,0.67,NA,-1,-0.660550459,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Channon et al 2004,2004,Telephone Search-N tones/min,speed,NA,Telephone Search - N of tones counted per minute,NA,NA,NA,18.46,4.88,20,858.5,NA,NA,22.78,5.49,20,NA,0.831734868,NA,-1,-0.771251764,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
328,Adults,Higher Language Skills,Higher Language Skills,,,,Palermo et al 2017/2020; De Felice et al 2018,2018,Appreciation of Humour,speed,speed,Appreciation of Humour Test - Time (sec.),NA,NA,NA,91.6,44,22,751.2,NA,NA,76.9,23,25,NA,-0.41872016,NA,1,-0.628418752,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
332,Adults,Higher Language Skills,Higher Language Skills,,,,Palermo et al 2017/2020; De Felice et al 2018,2018,Inferred meaning-Time,speed,speed,Comprehension of Inferred meaning Test - Time (sec.),NA,NA,NA,157.9,54.6,22,751.2,NA,NA,119.2,40,25,NA,-0.808608371,NA,1,-0.951284916,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
334,Adults,Higher Language Skills,Higher Language Skills,,,,Palermo et al 2017/2020; De Felice et al 2018,2018,Metaphor Picture-Time,speed,speed,Metaphor Picture Test - Total time (sec.),NA,NA,NA,58.9,34.3,22,751.2,NA,NA,41,13,25,NA,-0.69012505,NA,1,-1.353846154,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
360,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Block Cyclic Naming,speed,speed,Block cyclic naming -  RT (ms),overall RT,NA,NA,704.5,147.3,15,751.2,NA,NA,679,143.1,24,NA,-0.17560147,NA,1,-0.17456039,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
361,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Colour Naming,speed,speed,Colour Naming - RT (ms),NA,NA,NA,731,141.8,37,720,NA,NA,617,98.2,30,NA,-0.93470133,NA,1,-1.147449457,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
362,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming,speed,speed,Continuous Picture Naming - overall RT (ms),NA,NA,NA,897,138.9,37,720,NA,NA,835,175.1,30,NA,-0.392305994,NA,1,-0.349982029,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
363,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Non-word reading-RT,speed,speed,Non-word reading - RT (ms),NA,NA,NA,795,296.7,37,720,NA,NA,604,103.6,30,NA,-0.859506884,NA,1,-1.822274564,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
374,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Word Reading-RT,speed,speed,Word Reading - RT (ms),NA,NA,NA,574,120,37,720,NA,NA,507,93.3,30,NA,-0.623358446,NA,1,-0.709795694,NA,1,-0.757947385,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
463,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),speed,NA,Test of Attentional Performance (TAP),T-scores,Median reaction time (higher=better),"In this test, reaction time is examined under two conditions. The first condition concerns simple reaction time measurements, in which a cross appears on the monitor at randomly varying intervals and to which the subject should respond as quickly as possible by pressing a key. Intrinsic alertness is measured in this condition. In a second condition, reaction time is measured in response to a critical stimulus preceded by a cue stimulus presented as warning tone (""phasic arousal"", or temporal orientation of attentional focus).",45.5,9.8,30,741,265.1851852,IQR=358,47,12,54,NA,0.14,NA,-1,-0.123853211,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Burgard et al 1997-German,1997,Finger motor speed,speed,NA,Finger motor speed exercise adults german vs controls - Time,NA,NA,NA,248,42,8,870,NA,NA,186,80.8,8,NA,-0.96285365,NA,1,-0.725472547,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,5 years,Within 3 months
459,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Dawson et al 2011-on diet,2011,Reciprocal saccade,speed,NA,Reciprocal of saccade latency,NA,NA,NA,6,0.92,21,640,NA,NA,5.94,0.18,21,NA,-9.05E-02,NA,-1,0.327044025,NA,1,NA,NA,NA,NA,NA,NA,--,early in life,until adolescence,Soon after birth
460,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Dawson et al 2011-off diet,2011,Reciprocal saccade,speed,NA,Reciprocal of saccade latency,NA,NA,NA,5.56,0.77,56,1461,NA,NA,5.92,0.11,56,NA,0.654545455,NA,-1,-3.250362394,NA,1,NA,NA,NA,NA,NA,NA,--,early in life,until adolescence,Within 3 months
461,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Simple detection-RT,speed,NA,Simple Detection - RT,NA,NA,NA,332,52.9,37,720,NA,NA,316,56.9,30,NA,-0.291245783,NA,1,-0.277937993,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Within 3 months
462,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Romani et al 2020,2020,Simple detection-RT,speed,NA,Simple Detection - RT,NA,NA,NA,325,46,19,1042,NA,NA,315,44.6,19,NA,-0.220724201,NA,1,-0.21951143,NA,1,-0.721345639,NA,NA,NA,NA,NA,1,Since birth,-,Within 3 months
543,Adults,Social Cognition,Social Cognition,,,,Palermo et al 2017/2020; De Felice et al 2018,2020,3 Face Test-Time,speed,speed,3 Face Test - Time (sec.),NA,NA,NA,5.5,2,20,670,NA,NA,4.5,1.9,25,NA,-0.512652016,NA,1,-0.517082179,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
545,Adults,Social Cognition,Social Cognition,,,,Palermo et al 2017/2020; De Felice et al 2018,2020,Affect Selection-Time,speed,speed,Affect Selection - Time (sec.),NA,NA,NA,5.6,1.2,20,670,NA,NA,4.7,1.3,25,NA,-0.71942469,NA,1,-0.680161943,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
547,Adults,Social Cognition,Social Cognition,,,,Jahja et al 2016/2017,2016,ANT Facial Recognition-RT,speed,NA,ANT Facial Recognition - RT,NA,NA,NA,1197,272,56,657,NA,NA,1133,221,53,NA,-0.258256693,NA,1,-0.287558151,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
549,Adults,Social Cognition,Social Cognition,,,,Jahja et al 2016/2017,2016,ANT identification of facial emotions-RT,speed,speed,ANT identification of facial emotions - RT,NA,NA,NA,874,182,56,657,NA,NA,796,157,53,NA,-0.458930732,NA,1,-0.493324781,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
555,Adults,Social Cognition,Social Cognition,,,,Palermo et al 2017/2020; De Felice et al 2018,2020,Identity Test-Time,speed,speed,"Identity Test  - Time (sec,)",NA,NA,NA,2.8,1.1,20,670,NA,NA,2.2,0.7,25,NA,-0.650791373,NA,1,-0.842105263,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
313,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Abgottspon et al 2022,2022,N-back task,speed,speed,3 back - speed,NA,NA,NA,816,306.5,20,702.3,NA,NA,771.6,282.4,40,NA,-0.150663498,NA,1,-0.155181929,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
316,Adults,Verbal STM/WM,Verbal STM/WM,ES_medium,ES_medium,ES_small,Channon et al 2007 off diet,2007,N-back task,speed,speed,"Combined 0 back, 1 back, 2 back task - Speed per item -off diet",NA,NA,NA,0.84,0.68,25,1285.68,NA,NA,0.63,0.26,45,NA,-0.407940062,NA,1,-0.798751064,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
432,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Palermo et al 2017/2020; De Felice et al 2018,2017,Choice detection,speed,speed,Choice Reaction time - RT,NA,NA,NA,307,42,37,720,NA,NA,281,31.3,30,NA,-0.701973675,NA,1,-0.821049256,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
433,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Palermo et al 2017/2020; De Felice et al 2018,2017,Conjoined search,speed,speed,Conjoined search - RT,NA,NA,NA,1008,239.7,37,720,NA,NA,841,126.3,30,NA,-0.871686708,NA,1,-1.306932993,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
434,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Romani et al 2020,2020,Conjoined search-RT,speed,speed,Conjoined search - RT,NA,NA,NA,1152,237,19,1042,NA,NA,938,203,19,NA,-0.9698361,NA,1,-1.032071377,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
435,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Palermo et al 2017/2020; De Felice et al 2018,2017,Detection w/distractors-RT,speed,speed,Detection with distractors - RT,NA,NA,NA,438,70.6,37,720,NA,NA,407,72.2,30,NA,-0.434146419,NA,1,-0.424389566,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
436,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Romani et al 2020,2020,Detection w/distractors-RT,speed,speed,Detection with distractors - RT,NA,NA,NA,483,104,19,1042,NA,NA,430,58,19,NA,-0.629437701,NA,1,-0.894622619,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
437,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Palermo et al 2017/2020; De Felice et al 2018,2017,Feature search-RT,speed,speed,Feature search - RT,NA,NA,NA,606,167.6,37,720,NA,NA,498,71.7,30,NA,-0.837855906,NA,1,-1.488828937,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
438,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Romani et al 2020,2020,Feature search-RT,speed,speed,Feature search - RT,NA,NA,NA,752,262,19,1042,NA,NA,586,113,19,NA,-0.822765754,NA,1,-1.43820781,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
439,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Jahja et al 2016/2017,2017,Memory search-high load-RT,speed,speed,Memory search 2 dimension task - high memory load - RT,NA,NA,NA,2144,570,57,655,NA,NA,1875,418,57,NA,-0.538202402,NA,1,-0.639221605,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
440,Adults,Visual spatial attention speed,Visual spatial attention speed,,,,Jahja et al 2016/2017,2017,Memory search-low load-RT,speed,speed,Memory search 2 dimension task - low memory load RT,NA,NA,NA,605,146,57,655,NA,NA,549,80,57,NA,-0.475705035,NA,1,-0.695302013,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,-,Soon after birth
404,Adults,Visual STM/WM,Visual STM/WM,ES_large,ES_large,ES_medium,Jahja et al 2016/2017,2017,Feature integration-RT,speed,speed,Feature integration - RT,NA,NA,NA,1705,457,57,655,NA,NA,1539,318,57,NA,-0.421658785,NA,1,-0.518509138,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
477,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Grooved pegboard-Time,speed,NA,Grooved pegboard - Time (sec.),NA,NA,NA,65.1,11.7,37,720,NA,NA,59.2,5.1,30,NA,-0.65374212,NA,1,-1.143462791,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
478,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Romani et al 2020,2020,Grooved pegboard-Time,speed,NA,Grooved pegboard - Time (sec.),NA,NA,NA,76.7,11,19,1042,NA,NA,70.6,9,19,NA,-0.606972686,NA,1,-0.663558664,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pietz et al 1998,1998,Long pins/ short pins pegboard-Time,speed,NA,MLS Long pins/ short pins pegboard -  Time (sec.),NA,NA,NA,452,72.24,57,1085,NA,NA,430,77.48,40,NA,-0.293702089,NA,1,-0.281696664,NA,1,NA,NA,NA,NA,NA,NA,4,Within 3 months,-,Within 3 months
493,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Christ et al 2023,2023,Pegboard-Dominant Hand,speed,NA,T-score,higher=better,NIH Toolbox Motor Battery,NA,50,9.2,40,589,444,NA,51,9.6,32,NA,NA,NA,-1,-0.103046595,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Christ et al 2023,2023,Pegboard-Non-Dominant Hand,speed,NA,T-score,higher=better,NIH Toolbox Motor Battery,NA,47,10.8,40,589,444,NA,54,10.3,32,NA,NA,NA,-1,-0.672303998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Weglage et al 2013,2013,TMT-A,speed,NA,TMT (ZVT); only  T1,NA,NA,NA,93.2,63.6,57,810.3,NA,NA,77,19.7,46,NA,-0.344095266,NA,1,-0.816213425,NA,1,NA,NA,NA,NA,NA,NA,3,Within 10 weeks,cont treat,Within 10 weeks
499,Adults,Visuo motor control,Visuo motor control,ES_large,ES_large,ES_medium,Pilotto et al 2021,2021,TMT-A,speed,NA,NA,NA,NA,NA,29,13.62,19,890,NA,NA,20,5.5,25,NA,-0.866518176,NA,1,-1.606967882,NA,1,NA,NA,NA,NA,NA,NA,1,NA,cont treat,NA
415,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Christ et al 2023,2023,Pattern Comparison,speed,NA,processing speed - T-score,NA,NIH Toolbox Cognitive Battery,Pattern Comparison is a measure of processing speed requiring participants to indicate if two images are the same or different as quickly as possible.,56,11.7,40,589,444,NA,61,10.9,32,NA,NA,NA,-1,-0.453783171,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Channon et al 2005 on diet,2005,Perceptual judgement Task,speed,speed,Shape Matching - Speed per item,Given a target object match it with one of two objects presented below,NA,NA,0.99,0.35,25,758.79,NA,NA,0.83,0.26,25,NA,-0.518971994,NA,1,-0.605718888,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
420,Adults,Visuo-spatial skills,Visuo-spatial skills,ES_small,ES_small,ES_large,Channon et al 2007 off diet,2007,Perceptual judgement Task,speed,speed,Shape matching - Speed per item,A single object displayed and ppts were required to match it to one of two objects,NA,NA,0.87,0.2,25,1285.68,NA,NA,0.82,0.26,45,NA,-0.215565307,NA,1,-0.190178825,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,off diet,Within 1 month
259,Adults,Divided attention,Divided attention,,,,Muri et al 2022,2023,Divided attention (TAP subtests),NA,NA,Test of Attentional Performance (TAP),T-scores,Total omission (higher = better),"In this test, a visual and an auditory task must be processed in parallel. The visual task consisted of crosses
326 COUILLET ET AL.
Downloaded By: [Azouvi, Philippe] At: 14:45 18 May 2010
that appeared in a random configuration in a 4  4 matrix. Patients had to
detect whether the crosses form the corner of a square. The auditory task
included a regular sequence of high and low beeps. Patients had to detect
an irregularity in the sequence.",48,13,30,741,265.1851852,IQR=358,53,13,54,NA,0.38,NA,-1,-0.381086803,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Digit symbol coding,NA,NA,Digit symbol coding - % Error,NA,NA,NA,37.3,11.3,37,720,NA,NA,27.1,10.2,30,NA,-0.947597789,NA,1,-0.988416988,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
18,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Aitkenhead et al 2021,2021,Digit symbol coding,NA,NA,Symbol-digit matching test,NA,NA,z score,-0.61,1.29,152,908,NA,NA,0,1,77,NA,NA,NA,-1,-0.607982359,1.29,1,NA,NA,NA,-,NA,NA,1,NA,NA,NA
20,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Romani et al 2020,2020,Digit symbol coding,NA,NA,Digit symbol coding - % Error,NA,NA,NA,41.6,12,19,1042,NA,NA,39.4,9.1,19,NA,-0.206588708,NA,1,-0.236686391,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
22,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Muri et al 2022,2022,Digit/symbol coding,NA,NA,Subtest of WAIS-IV,Scale scores (total correct),higher=better,NA,10,3,30,741,265.1851852,IQR=358; based on normal distribution SD = IQR/1.35,12,3,54,54,0.48,NA,-1,-0.660550459,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Christ et al 2023,2023,Dimensional Change Card Sort,NA,NA,T-score,"DCCS was scored using a new two-vector scoring method combining both accuracy and, for participants who maintained a high level of accuracy (> 80% correct), reaction time (RT) into one score.",NIH Toolbox Cognitive Battery,NA,51,10.5,40,589,444,NA,53,11.3,32,32,NA,NA,-1,-0.17508802,-0.182155703,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Adults,EF-Flexibility,EF-Flexibility-other,ES_medium,ES_medium,ES_small,Channon et al 2007 off diet,2007,Object Alternation-accuracy,NA,NA,Object alternation learning  off diet vs controls - % correct,NA,NA,NA,60.24,17.75,25,1285.68,NA,NA,66.04,16.4,45,NA,0.339412789,NA,-1,-0.349743497,NA,1,NA,NA,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month
73,Adults,EF-Flexibility,EF-Flexibility-verbal,ES_medium,ES_medium,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Phonemic fluency,NA,NA,Letter fluency - N correct,NA,NA,NA,35.9,11.4,37,720,NA,NA,41.8,12.9,30,NA,0.484674186,NA,-1,-0.452066685,NA,1,NA,NA,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth
