order,age_group,func_EF_flex_one,func,ES_group,adult_ES_group,children_ES_group,study,year,task,speed_acc,speed_acc_matched,condition,measure,more_info,PKU_mean,PKU_sd,PKU_N,current_phe_mean,current_phe_sd,control_mean,control_sd,control_N,cohens_d,reverse,input_glass_delta,input_glass_delta_sd,include,pku_age_mean,pku_age_sd,control_age_mean,control_age_sd,diet_start_age1,diet_start_age2,diet_ends,diet_start_age3,CohensD,HedgesG,SMD,GlassDelta,InputDataSMD,ScaledSESqr,Vdf,SmallSampCor,g,Vg,FunctionMean,FunctionSD,Outlier,OutlierLowCut,OutlierHighCut
173,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Channon et al 2005,2005,Flanker task-INTERFERENCE,speed,speed,Incompatible trials - Speed per item (sec.),NA,NA,0.47,0.05,25,758.79,NA,0.44,0.05,25,NA,1,-0.590575916,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,-0.590575916,-0.6,-0.6,-0.590575916,0.08,24,0.968421053,-0.581052632,0.087033795,-0.514355554,0.502573004,0,-1.770788066,0.742076957
175,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Channon et al 2007 off diet,2007,Flanker task-INTERFERENCE,speed,speed,Incompatible trials - Speed per item (sec.),NA,NA,0.52,0.08,25,1286.68,NA,0.46,0.06,45,NA,1,-0.988929889,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.88578518,-0.87597944,-1,-1,-0.988929889,0.093333333,44,0.982857143,-0.982857143,0.104310699,-0.514355554,0.502573004,0,-1.770788066,0.742076957
205,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2020,2020,Go-No-Go,speed,speed,corr RT,NA,NA,471.1,44.975,16,926.2,NA,448.58,72.66,17,-0.372696867,1,-0.30237726,NA,1,NA,NA,NA,NA,4,within 3 months,--,within 3 months,-0.370044496,-0.36101902,-0.309936691,-0.309936691,-0.30237726,0.082769452,16,0.952380952,-0.295177801,0.085492262,-0.514355554,0.502573004,0,-1.770788066,0.742076957
184,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Moyle et al 2006,2007,Go-No-Go,speed,speed,RT (only no go),NA,NA,316,35.55555556,9,1000,775.35,284,15.55555556,9,-1.166077915,1,-1.959183673,NA,1,NA,NA,NA,NA,--,NA,cont treat,Early treated,-1.166077915,-1.110550396,-2.057142857,-2.057142857,-1.959183673,0.691609977,8,0.903225806,-1.858064516,0.907385211,-0.514355554,0.502573004,1,-1.770788066,0.742076957
171,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Channon et al 2004,2004,Hayling Sentence Completion B-accuracy,speed,NA,Hayling Sentence Completion Test B  - Correct completions per sec.,NA,NA,0.57,0.32,20,858.5,NA,0.75,0.53,20,0.411166851,-1,-0.332875172,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.411166851,-0.402997973,-0.339622642,-0.339622642,-0.332875172,0.068227127,19,0.96,-0.326037736,0.071024511,-0.514355554,0.502573004,0,-1.770788066,0.742076957
179,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion B-Time,speed,speed,Hayling Sentence Completion Test Part 2 - Time (sec.),NA,NA,48,37.1,22,751.2,NA,29.6,17,25,NA,1,-1.064212948,1.132549198,1,NA,NA,NA,NA,NA,1,Since birth,cont treat,-0.651983168,-0.641056075,-1.082352941,-1.082352941,-1.064212948,0.256484744,24,0.968421053,-1.048173375,0.279373648,-0.514355554,0.502573004,0,-1.770788066,0.742076957
197,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,speed,NA,Placebo 1st session - difference neutral-incongruent RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,167.6,81.3,9,1140,310,157.2,80.9,15,-0.128236355,1,-0.124120881,NA,1,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth,-0.128322689,-0.123897769,-0.12855377,-0.12855377,-0.124120881,0.178879244,14,0.945454545,-0.121541746,0.17940683,-0.514355554,0.502573004,0,-1.770788066,0.742076957
198,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Sundermann et al 2011-Gr1,2011,Stroop DIFFERENCE,speed,NA,Placebo 2nd session - difference neutral-incongruent RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,121.5,64,9,1210,320,124.1,98.6,15,0.031279974,1,0.025459887,NA,1,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth,0.029675732,0.028652431,0.026369168,0.026369168,0.025459887,0.113479358,14,0.945454545,0.02493085,0.113501556,-0.514355554,0.502573004,0,-1.770788066,0.742076957
192,Adults,EF-Inhibitory control,EF-Inhibitory control,ES_small,ES_small,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop DIFFERENCE-speed,speed,NA,Difference incongruous-congruous- RT,NA,NA,111.3,86.7,37,720,NA,94.3,51.9,30,-0.237925184,1,-0.323758936,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.232094833,-0.229406476,-0.327552987,-0.327552987,-0.323758936,0.108755978,29,0.973913043,-0.319008126,0.110510567,-0.514355554,0.502573004,0,-1.770788066,0.742076957
237,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Channon et al 2005,2005,Flanker task-baseline-speed,speed,speed,Compatible trials - Speed per item (sec.),NA,NA,0.45,0.06,25,758.79,NA,0.41,0.04,25,-0.784464541,1,-0.984293194,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.784464541,-0.772143108,-1,-1,-0.984293194,0.13,24,0.968421053,-0.968421053,0.149538319,-0.460131507,0.377327777,0,-1.403450949,0.483187935
238,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Channon et al 2007 off diet,2007,Flanker task-baseline-speed,speed,speed,Compatible trials - Speed per item (sec.),NA,NA,0.49,0.07,25,1286.68,NA,0.43,0.06,45,-0.920357987,1,-0.988929889,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.941783692,-0.931358042,-1,-1,-0.988929889,0.076666667,44,0.982857143,-0.982857143,0.087644032,-0.460131507,0.377327777,0,-1.403450949,0.483187935
200,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Sundermann et al 2011-Gr1,2011,STROOP baseline,speed,NA,Placebo 1st session - neutral RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtetn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,890.8,137,17,1140,310,889,154.1,15,-0.012345602,1,-0.011386255,NA,1,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth,-0.012394067,-0.012081612,-0.011680727,-0.011680727,-0.011386255,0.113159599,14,0.945454545,-0.011043596,0.113163954,-0.460131507,0.377327777,0,-1.403450949,0.483187935
201,Adults,EF-Inhibitory control-baseline,EF-Inhibitory control-baseline,NA,NA,NA,Sundermann et al 2011-Gr1,2011,STROOP baseline,speed,NA,Placebo 2nd session - neutral RT,"Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour",NA,834.5,147,17,1210,320,838.1,131.5,15,0.025812836,1,0.026686264,NA,1,NA,NA,NA,NA,1,Since birth,till  adolescence,Soon after birth,0.025717883,0.025069533,0.027376426,0.027376426,0.026686264,0.140174605,14,0.945454545,0.025883166,0.140198531,-0.460131507,0.377327777,0,-1.403450949,0.483187935
246,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Hayling Sentence Completion A-Time,speed,speed,Hayling Sentence Completion Test Part 2 - Time (sec.),NA,NA,24.9,21.9,22,751,NA,16,7.8,25,NA,1,-1.121902306,1.26,1,NA,NA,NA,NA,NA,1,Since birth,cont treat,-0.555961236,-0.54664345,-1.141025641,-1.141025641,-1.121902306,0.398324368,24,0.968421053,-1.104993252,0.423762078,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
245,Adults,EF-Inhibitory control-baseline; Language speed,EF-Inhibitory control-baseline; Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Stroop-baseline-speed,speed,speed,Congruent condition RT,Naming the colour of words spelling the same colour,NA,710.9,135.13,37,720,NA,599.2,91.82,30,0.97,1,-1.202419708,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.948287723,-0.937303695,-1.216510564,-1.216510564,-1.202419708,0.091869901,29,0.973913043,-1.184775506,0.116071504,-1.211244104,0.341133339,0,-2.064077452,-0.358410755
158,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Jahja et al 2016/2017,2017,Dot pattern Task,speed,NA,Mean series time (sec.),NA,NA,9.3,1.8,57,655,NA,8.7,1.5,57,-0.362142984,1,-0.397315436,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.362142984,-0.359712494,-0.4,-0.4,-0.397315436,0.042807018,56,0.986547085,-0.394618834,0.044197411,-0.920352373,0.876086568,0,-3.110568793,1.269864047
156,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Burgard et al 1997-German,1997,Dot pattern Task,speed,NA,german vs controls - level  Time,NA,NA,8.7,1.3,8,870,NA,7.5,0.8,8,-1.111778531,1,-1.418181818,NA,1,NA,NA,NA,NA,4,Within  3 months,5 years,Within  3 months,-1.111778531,-1.051136066,-1.5,-1.5,-1.418181818,0.455078125,7,0.888888889,-1.333333333,0.582062252,-0.920352373,0.876086568,0,-3.110568793,1.269864047
161,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Ullrich et al 1996,1996,Dot pattern Task,speed,NA,Sonnevitle Visual Attention Task - Dot Pattern Exercise t1 - RT in sec,NA,NA,12.3,4.53,8,1253.1,NA,8.7,1.18,8,-1.087585995,1,-2.884437596,NA,1,NA,NA,NA,NA,--,--,-,--,-1.087585995,-1.028263122,-3.050847458,-3.050847458,-2.884437596,1.967223858,7,0.888888889,-2.711864407,2.49252447,-0.920352373,0.876086568,0,-3.110568793,1.269864047
160,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Schmidt et al 1994,1994,Dot pattern Task,speed,speed,Exercise T1 - RT,NA,NA,1010,1318,19,1417,NA,729,691,20,-0.267038069,1,-0.398357896,NA,1,NA,NA,NA,NA,--,Early treated,-,Early treated,-0.269114586,-0.263622452,-0.406657019,-0.406657019,-0.398357896,0.241478989,19,0.96,-0.390390738,0.245489645,-0.920352373,0.876086568,0,-3.110568793,1.269864047
164,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Palermo et al 2017/2020; De Felice et al 2018,2017,Rapid Visual Processing-% err,speed,NA,Rapid visual Information Processing -RVP -  % Errors,NA,NA,18.9,11.3,37,720,NA,13.3,8.8,30,-0.552953275,1,-0.628992629,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.545800751,-0.539478734,-0.636363636,-0.636363636,-0.628992629,0.077897913,29,0.973913043,-0.619762846,0.08452043,-0.920352373,0.876086568,0,-3.110568793,1.269864047
166,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Muri et al 2022,2023,Sustained attention (TAP subtests),speed,NA,Test of Attentional Performance (TAP),T-scores,SD in reaction time (higher = better),46,9,30,741,265.1851852,52,9,54,0.67,-1,-0.660550459,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.666666667,-0.660550459,-0.666666667,-0.666666667,-0.660550459,0.051851852,53,0.985781991,-0.657187994,0.055926343,-0.920352373,0.876086568,0,-3.110568793,1.269864047
169,Adults,EF-Sustained attention,EF-Sustained attention,ES_large,ES_large,ES_medium,Channon et al 2004,2004,Telephone Search-N tones/min,speed,NA,Telephone Search - N of tones counted per minute,NA,NA,18.46,4.88,20,858.5,NA,22.78,5.49,20,0.831734868,-1,-0.771251764,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.831734868,-0.815210334,-0.786885246,-0.786885246,-0.771251764,0.089506173,19,0.96,-0.755409836,0.104523121,-0.920352373,0.876086568,0,-3.110568793,1.269864047
328,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Appreciation of Humour,speed,speed,Appreciation of Humour Test - Time (sec.),NA,NA,91.6,44,22,751.2,NA,76.9,23,25,-0.41872016,1,-0.628418752,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.426921709,-0.419766597,-0.639130435,-0.639130435,-0.628418752,0.206351607,24,0.968421053,-0.618947368,0.21433277,-0.43153253,0.500473677,0,-1.682716723,0.819651662
332,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Inferred meaning-Time,speed,speed,Comprehension of Inferred meaning Test - Time (sec.),NA,NA,157.9,54.6,22,751.2,NA,119.2,40,25,-0.808608371,1,-0.951284916,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.816859118,-0.803168742,-0.9675,-0.9675,-0.951284916,0.124692045,24,0.968421053,-0.936947368,0.142981012,-0.43153253,0.500473677,0,-1.682716723,0.819651662
334,Adults,Higher Language Skills,Higher Language Skills,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2018,Metaphor Picture-Time,speed,speed,Metaphor Picture Test - Total time (sec.),NA,NA,58.9,34.3,22,751.2,NA,41,13,25,-0.69012505,1,-1.353846154,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.708023312,-0.696157,-1.376923077,-1.376923077,-1.353846154,0.356430877,24,0.968421053,-1.333441296,0.393473912,-0.43153253,0.500473677,0,-1.682716723,0.819651662
360,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2018,Block Cyclic Naming,speed,speed,Block cyclic naming -  RT (ms),overall RT,NA,704.5,147.3,15,751.2,NA,679,143.1,24,-0.17560147,1,-0.17456039,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.176222381,-0.172626006,-0.178197065,-0.178197065,-0.17456039,0.112304109,23,0.967032967,-0.172322436,0.112949653,-0.637533724,0.522709397,0,-1.944307216,0.669239769
361,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Colour Naming,speed,speed,Colour Naming - RT (ms),NA,NA,731,141.8,37,720,NA,617,98.2,30,-0.93470133,1,-1.147449457,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.917486498,-0.906859242,-1.16089613,-1.16089613,-1.147449457,0.089687724,29,0.973913043,-1.130611883,0.111727091,-0.637533724,0.522709397,0,-1.944307216,0.669239769
362,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Continuous Naming,speed,speed,Continuous Picture Naming - overall RT (ms),NA,NA,897,138.9,37,720,NA,835,175.1,30,-0.392305994,1,-0.349982029,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.397202962,-0.392602156,-0.354083381,-0.354083381,-0.349982029,0.050340442,29,0.973913043,-0.344846423,0.05239077,-0.637533724,0.522709397,0,-1.944307216,0.669239769
363,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Non-word reading-RT,speed,speed,Non-word reading - RT (ms),NA,NA,795,296.7,37,720,NA,604,103.6,30,-0.859506884,1,-1.822274564,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.825424717,-0.815863813,-1.843629344,-1.843629344,-1.822274564,0.255006874,29,0.973913043,-1.795534665,0.310592128,-0.637533724,0.522709397,0,-1.944307216,0.669239769
374,Adults,Language speed,Language speed,ES_large,ES_large,ES_large,Palermo et al 2017/2020; De Felice et al 2018,2017,Word Reading-RT,speed,speed,Word Reading - RT (ms),NA,NA,574,120,37,720,NA,507,93.3,30,-0.623358446,1,-0.709795694,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Soon after birth,-0.615246072,-0.60811967,-0.718113612,-0.718113612,-0.709795694,0.078042593,29,0.973913043,-0.699380213,0.086475915,-0.637533724,0.522709397,0,-1.944307216,0.669239769
463,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Muri et al 2022,2022,Alertness (TAP subtests),speed,NA,Test of Attentional Performance (TAP),T-scores,Median reaction time (higher=better),45.5,9.8,30,741,265.1851852,47,12,54,0.14,-1,-0.123853211,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.133083287,-0.131862339,-0.125,-0.125,-0.123853211,0.04075,53,0.985781991,-0.123222749,0.040893244,-0.515177523,0.945348621,0,-2.878549075,1.84819403
458,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Burgard et al 1997-German,1997,Finger motor speed,speed,NA,Finger motor speed exercise adults german vs controls - Time,NA,NA,248,42,8,870,NA,186,80.8,8,-0.96285365,1,-0.725472547,NA,1,NA,NA,NA,NA,4,Within 3 months,5 years,Within 3 months,-0.96285365,-0.91033436,-0.767326733,-0.767326733,-0.725472547,0.158774262,7,0.888888889,-0.682068207,0.192004051,-0.515177523,0.945348621,0,-2.878549075,1.84819403
459,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Dawson et al 2011-on diet,2011,Reciprocal saccade,speed,NA,Reciprocal of saccade latency,NA,NA,6,0.92,21,640,NA,5.94,0.18,21,-0.090515139,-1,0.327044025,NA,1,NA,NA,NA,NA,--,early in life,until adolescence,Soon after birth,0.090515139,0.088807306,0.333333333,0.333333333,0.327044025,1.29159318,20,0.962025316,0.320675105,1.294163994,-0.515177523,0.945348621,0,-2.878549075,1.84819403
460,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Dawson et al 2011-off diet,2011,Reciprocal saccade,speed,NA,Reciprocal of saccade latency,NA,NA,5.56,0.77,56,1461,NA,5.92,0.11,56,0.654545455,-1,-3.250362394,NA,1,NA,NA,NA,NA,--,early in life,until adolescence,Within 3 months,-0.654545455,-0.650072479,-3.272727273,-3.272727273,-3.250362394,0.892857143,55,0.98630137,-3.227895392,0.987578131,-0.515177523,0.945348621,1,-2.878549075,1.84819403
461,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Palermo et al 2017/2020; De Felice et al 2018,2017,Simple detection-RT,speed,NA,Simple Detection - RT,NA,NA,332,52.9,37,720,NA,316,56.9,30,-0.291245783,1,-0.277937993,NA,1,NA,NA,NA,NA,1,Since birth,cont treat,Within 3 months,-0.292393639,-0.28900684,-0.281195079,-0.281195079,-0.277937993,0.056693992,29,0.973913043,-0.273859555,0.057987079,-0.515177523,0.945348621,0,-2.878549075,1.84819403
462,Adults,Simple RT-Visuo-spatial,Simple RT-Visuo-spatial,ES_small,ES_small,ES_small,Romani et al 2020,2020,Simple detection-RT,speed,NA,Simple Detection - RT,NA,NA,325,46,19,1042,NA,315,44.6,19,-0.220724201,1,-0.21951143,NA,1,NA,NA,NA,NA,1,Since birth,-,Within 3 months,-0.220724201,-0.216093623,-0.224215247,-0.224215247,-0.21951143,0.108619243,18,0.957746479,-0.214741363,0.109900183,-0.515177523,0.945348621,0,-2.878549075,1.84819403
543,Adults,Social Cognition,Social Cognition,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2020,3 Face Test-Time,speed,speed,3 Face Test - Time (sec.),NA,NA,5.5,2,20,670,NA,4.5,1.9,25,-0.512652016,1,-0.517082179,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.514186352,-0.505165539,-0.526315789,-0.526315789,-0.517082179,0.095401662,24,0.968421053,-0.509695291,0.100813939,-0.434556853,0.3097121,0,-1.208837103,0.339723397
545,Adults,Social Cognition,Social Cognition,NA,NA,NA,Palermo et al 2017/2020; De Felice et al 2018,2020,Affect Selection-Time,speed,speed,Affect Selection - Time (sec.),NA,NA,5.6,1.2,20,670,NA,4.7,1.3,25,-0.71942469,1,-0.680161943,NA,1,NA,NA,NA,NA,2,Within 1 month,cont treat,Within 1 month,-0.716106966,-0.703543686,-0.692307692,-0.692307692,-0.680161943,0.08260355,24,0.968421053,-0.670445344,0.09196807,-0.434556853,0.3097121,0,-1.208837103,0.339723397
547,Adults,Social Cognition,Social Cognition,NA,NA,NA,Jahja et al 2016/2017,2016,ANT Facial Recognition-RT,speed,NA,ANT Facial Recognition - RT,NA,NA,1197,272,56,657,NA,1133,221,53,-0.258256693,1,-0.287558151,NA,1,NA,NA,NA,NA,1,Since birth,-,Soon after birth,-0.257518746,-0.255709481,-0.28959276,-0.28959276,-0.287558151,0.045917798,52,0.985507246,-0.285395764,0.046700978,-0.434556853,0.3097121,0,-1.208837103,0.339723397
