"Order","Age..group","Func_EF_flex_one","Function","ES_group","Study","Year","Task","speed.acc....all.speed.tasks.even.if.no.matched.with.accuracy.","speed.acc.matched","Condition.measure","More.information","X","X.1","x.","SD","N..obs","Current.Phe.Mean","SD.1","X.2","x..1","SD.2","N..obs.1","X.3","Cohen..s.D...not.revr","X.4","Coeff","Glass.delta","SD.glass","Include","X.5","x..2","SD.3","X.6","x..3","SD.4","Age.diet.starts","Age.diet.starts.1","Diet.termination","Age.diet.starts.2","X.7"
185,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Muri et al 2022",2022,"Colour-word interference test condition 3 (inhibition?)","speed","","Scale scores (time)","","Time (higher = better)","Delis– Kaplan Executive Function System (D-KEFS)",10,"2.5000",30,"741.0000",265.1852,"IQR=358",11,"3.8000",54,"54","0.19",NA,-1,"-0.26","",1,"","10.75","12.1","",13.1,"3.2","","","","",""
188,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Muri et al 2022",2022,"Colour-word interference test condition 4 (inhibition/switching)","speed","","Scale scores (interference)","","Time (higher=btter)","Delis– Kaplan Executive Function System (D-KEFS)",10,"2.0000",30,"741.0000",265.1852,"IQR=358",12,"3.0000",54,"54","0.44",NA,-1,"-0.66","",1,"",NA,"","",NA,"","","","","",""
177,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2018,"Block Cyclic Naming","speed","","Block Cyclic Naming Semantic Interference -  4th cycle-1st cycle - RT","","","",85.9,"16.7000",15,"751.2000",NA,"",75.7,"19.2000",24,"","-0.57",NA,1,"-0.52","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
190,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Continuous Naming-5th-1st pos","accuracy","accuracy","Naming Semantic Interference Task - Difference position 5-1 - % Errors","","","",1.3,"2.0000",37,"720.0000",NA,"",1.1,"1.6000",30,"","-0.11",NA,1,"-0.12","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
189,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Continuous Naming-5th-1st pos","speed","speed","Naming Semantic Interference Task - Difference position 5-1 - RT","","","",173,"94.6000",37,"720.0000",NA,"",145,"62.9000",30,"","-0.35",NA,1,"-0.44","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
178,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2018,"Hayling Sentence Completion B-accuracy","accuracy","accuracy","Hayling Sentence Completion Test - Part 2  - N Errors","","","",2.4,"1.8000",22,"751.2000",NA,"",1.2,"2.6000",25,"25","",NA,1,"-0.45","0.21",1,"1","","","",NA,"","","1","Since birth","cont treat","Soon after birth"
179,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2018,"Hayling Sentence Completion B-Time ","speed","speed","Hayling Sentence Completion Test Part 2 - Time (sec.) ","","","",48,"37.1000",22,"751.2000",NA,"",29.6,"17.0000",25,"25","",-0.64,1,"-1.06","1.13",1,"1","","","",NA,"","","1","Since birth","cont treat","Soon after birth"
191,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Stroop DIFFERENCE-accuracy","","","Stroop Task; Differene incongruous-congruous - % Errors","","","",0.5,"1.1000",37,"720.0000",NA,"",0.8,"1.0000",30,"","0.29",NA,1,"0.30","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
192,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Palermo et al 2017/2020; De Felice et al 2018",2017,"Stroop DIFFERENCE-speed","",""," Difference incongruous-congruous- RT","","","",111.3,"86.7000",37,"720.0000",NA,"",94.3,"51.9000",30,"","-0.24",NA,1,"-0.32","",1,"","","","",NA,"","1","Since birth","cont treat","Soon after birth",""
196,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr1",2011,"Stroop DIFFERENCE","accuracy","","Placebo 1st session - difference neutral-incongruent Errors"," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",2,"1.0000",9,"1140.0000",310,"SD from Palermo controls (PKU and controls have the same value)",2,"1.0000",15,"","0.00",NA,1,"0.00","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
197,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr1",2011,"Stroop DIFFERENCE","speed","","Placebo 1st session - difference neutral-incongruent RT "," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",167.6,"81.3000",9,"1140.0000",310,"",157.2,"80.9000",15,"","-0.13",NA,1,"-0.12","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
198,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2011-Gr1",2011,"Stroop DIFFERENCE","speed","","Placebo 2nd session - difference neutral-incongruent RT "," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",121.5,"64.0000",9,"1210.0000",320,"",124.1,"98.6000",15,"","0.03",NA,1,"0.03","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
204,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2020",2020,"Go-No-Go","accuracy","accuracy","Errors for no-go trials","","","",18.1,"13.4000",16,"926.2000",NA,"",10.1,"6.5000",17,"","-0.76",NA,1,"-1.20","",1,"","","","",NA,"","4","within 3 months","--","within 3 months",""
205,"Adults","EF-Inhibitory control","EF-Inhibitory control","ES_small","Sundermann et al 2020",2020,"Go-No-Go","speed","speed","corr RT","","","",471.1,"44.9750",16,"926.2000",NA,"",448.58,"72.6600",17,"","-0.37",NA,1,"-0.30","",1,"-0.54","","","",NA,"","4","within 3 months","--","within 3 months",""
207,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Anderson et al 2002/2007",2002,"Contingency Naming test","accuracy","accuracy","Errors","","","",7.77,"5.7000",36,"",NA,"",3.52,"3.9600",69,"","",NA,1,"-1.07","",1,"","11.18","3.4","",10.29,"3.1","","","","",""
209,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Anderson et al 2002/2007",2002,"Contingency Naming test","speed","speed","Total time","","","",160.4,"44.4000",36,"",NA,"",133.41,"30.6600",69,"","",NA,1,"-0.87","",1,"","11.18","3.4","",10.29,"3.1","","","","",""
208,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Anderson et al 2002/2007",2002,"Contingency Naming test","","","Self correction ","","","",3.84,"3.0000",36,"",NA,"",2.66,"2.1000",69,"","",NA,1,"-0.56","",1,"","11.18","3.4","",10.29,"3.1","","","","",""
210,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Antshel & Waisbren 2003",2003,"Stroop-INTERFERENCE","speed","","Color and word Test interference trial","","","",50.7,"8.3000",46,"490.3448",375.3257,"",52,"9.1000",18,"","",NA,-1,"-0.14","",1,"","10.75","2.1","",13.1,"3.2","","","","",""
211,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Antisaccade task","accuracy","accuracy","Inhibitory Error","","","",12.1,"11.5000",26,"423.8000",339,"",8.9,"7.6000",25,"","",NA,1,"-0.41","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
212,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Antisaccade task","speed","speed","Inhibitory RT","","","",392,"77.0000",26,"423.8000",339,"",353,"65.0000",25,"","",NA,1,"-0.59","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
215,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Flanker task-INTERFERENCE","accuracy","accuracy","Inhibitory Error","","","",7.1,"8.9000",26,"423.8000",339,"",8.9,"7.5000",25,"","",NA,1,"0.24","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
217,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Flanker task-INTERFERENCE","speed","speed","Inhibitory RT","","","",777,"219.0000",26,"423.8000",339,"",736,"231.0000",25,"","",NA,1,"-0.17","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
216,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Flanker task-INTERFERENCE","","","Errors","","Stroop task","",2.2,"3.2000",26,"423.8000",339,"",1.6,"2.3000",25,"","",NA,1,"-0.26","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
213,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Go-No-Go","accuracy","accuracy","Inhibitory Error","","","",31.7,"17.4000",26,"423.8000",339,"",25.1,"14.4000",25,"","",NA,1,"-0.45","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
214,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Go-No-Go","speed","speed","Inhibitory RT","","","",443,"67.0000",26,"423.8000",339,"",439,"79.0000",25,"","",NA,1,"-0.05","",1,"","11.2","3.1","",11.3,"3.4","","","","",""
218,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Christ et al 2006",2006,"Stroop-INTERFERENCE","speed","","speed","","","",875,"186.0000",26,"423.8000",339,"",870,"252.0000",25,"","",NA,1,"-0.02","-0.05",1,"","11.2","3.1","",11.3,"3.4","","","","",""
219,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Gassio et al 2005",2005,"Stroop-INTERFERENCE","speed","","T score-interference","","","",42,"10.0000",26,"489.0000",181,"",50,"7.0000",21,"","",NA,-1,"-1.12","",1,"","","","",NA,"","","","","",""
221,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Jahja et al 2014",2014,"Flanker task-INTERFERENCE","","","FL part 2 - part 1 - inhibitory control","high phe group","","",7.1,"7.7000",21,"590.0000",248,"",4.2,"3.7000",73,"","",NA,1,"-0.78","",1,"","10.6","2.5","",10.9,"2.2","","","","",""
220,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Jahja et al 2014",2014,"Shifting attentional set-visual","","","SSV part 2 - opposite movement","high phe group","","",14.6,"11.4000",21,"590.0000",248,"",7.2,"7.1000",73,"","",NA,1,"-1.03","",1,"","10.6","2.5","",10.9,"2.2","","","","",""
222,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Leuzzi et al 2004",2008,"Luria Motor Learning Test ","","","respond with opposite gesture to those made by assessor","","","",37.85,"1.9500",14,"491.0000",149.2,"",37.46,"1.4500",14,"","",NA,-1,"0.26","",1,"","10.8","1.25","",10.9,"1.3","","","","",""
223,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Trimarco et al 2020",2020,"Inhibition subtest combined","","","Inhibition involves rapid opposite naming of
shapes (saying square when circle, saying circle
when square) or arrows (say up when pointing
down, say down when pointing up).","scaled score (norm=10;3)","","From NespyII",7,"2.0000",15,"289.0000",82.8,"",10,"2.0000",14,"","",NA,-1,"-1.46","",1,"","","","",NA,"","","","","",""
224,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Weglage et al 1996/1999",1996,"Stroop-INTERFERENCE","accuracy","accuracy","CWIT - interference condition","INT-T(time)","","",15.4,"14.2000",20,"583.0000",372,"",7.5,"9.1000",20,"","",NA,1,"-0.85","",1,"","10.9","1.3","",11,"1.1","","","","",""
206,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Weglage et al 1996/1999",1996,"Stroop-INTERFERENCE","speed","speed","CWIT - interference condition","INT-M (mistakes)","","",153.7,"45.9000",20,"583.0000",372,"",114.4,"41.6000",20,"","",NA,1,"-0.93","",1,"","same data as weglage 1996","","",NA,"","","","","",""
225,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Weglage et al 1996/1999",1999,"Stroop-INTERFERENCE","accuracy","accuracy","CWIT Errors (older group 14+)","INT-T(time)","","",11.6,"11.7000",20,"744.0000",456,"",4.5,"3.4000",20,"","",NA,1,"-2.05","",1,"-0.73","13.9","1.3","",14,"1.1","","","","",""
226,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","Weglage et al 1996/1999",1999,"Stroop-INTERFERENCE","speed","speed","CWIT speed (older group 14+)","INT-M (mistakes)","","",110.6,"24.2000",20,"744.0000",456,"",103.5,"22.2000",20,"","",NA,1,"-0.31","",1,"-0.73","","","",NA,"","","","","",""
227,"Children","EF-Inhibitory control","EF-Inhibitory control","ES_large","White et al 2001",2001,"Stroop-INTERFERENCE","","","CWIT  stim correct in 45 sec","","Stroop Color and Word Test","",37.69,"16.3300",23,"496.4000",230,"",48.72,"15.6200",23,"","",NA,-1,"-0.69","",1,"","10.7","3.4","",11.1,"3.7","","","","",""
154,"Mixed-age","EF-Inhibitory control","EF-Inhibitory control","","Brunner and Berry 1987",1987,"Continuous perfomance task","accuracy","accuracy","False alarms","","","",9.1,"11.0800",22,"1529.3200",NA,"",7.67,"7.1100",12,NA,"",NA,1,"-0.20","",1,"","16.4","5.6","",13.4,"3.9","BY  6 WEEKS","","Coninuous - for all but 4 ppts who terminated diet by age 7","",""
228,"Mixed-age","EF-Inhibitory control","EF-Inhibitory control","","Van Zutphen et al 2007",2007,"Flanker task-INTERFERENCE","accuracy","accuracy","Inhibition condition Errors","Colour-word switching","From D-KEFS","",8.73,"3.3500",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.41","",1,"","14.8","3","",NA,"","","","","",""
229,"Mixed-age","EF-Inhibitory control","EF-Inhibitory control","","Van Zutphen et al 2007",2007,"Flanker task-INTERFERENCE","accuracy","accuracy","Switching condition Errors","Colour-word Inhibition","From D-KEFS","",9.54,"2.0700",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.15","",1,"","14.8","3","",NA,"","","","","",""
230,"Mixed-age","EF-Inhibitory control","EF-Inhibitory control","","Van Zutphen et al 2007",2007,"Stroop-INTERFERENCE","speed","speed","Inhibition condition ?","Colour-word switching","From D-KEFS","",9.4,"4.3000",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.20","",1,"","14.8","3","",NA,"","","","","",""
231,"Mixed-age","EF-Inhibitory control","EF-Inhibitory control","","Van Zutphen et al 2007",2007,"Stroop-INTERFERENCE","speed","speed","Switching condition ?","Colour-word Inhibition","From D-KEFS","",8.26,"4.2000",15,"660.0000",337,"",10,"3.0000",20,"","",NA,-1,"-0.57","",1,"","14.8","3","",NA,"","","","","",""
240,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Channon et al 2005",2005,"Flanker task-baseline-accuracy","accuracy","accuracy","on diet, Compatible condition","","","",99.35,"1.0300",25,"758.7900",NA,"",99,"1.9100",25,"","-0.23",NA,1,"-0.18","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
237,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Channon et al 2005",2005,"Flanker task-baseline-speed","speed","speed","Compatible trials - Speed per item (sec.)","","","",0.45,"0.0600",25,"758.7900",NA,"",0.41,"0.0400",25,"","-0.78",NA,1,"-0.98","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
241,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Channon et al 2007 off diet",2007,"Flanker task-baseline-accuracy","accuracy","accuracy","Compatible trials - Number correct","","","",98,"1.5700",25,"1285.6800",NA,"",99.28,"1.5900",45,"","0.81",NA,-1,"-0.80","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
238,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Channon et al 2007 off diet",2007,"Flanker task-baseline-speed","speed","speed","Compatible trials - Speed per item (sec.)","","","",0.49,"0.0700",25,"1286.6800",NA,"",0.43,"0.0600",45,"","-0.92",NA,1,"-0.99","",1,"","","","",NA,"","2","Within 1 month","cont treat","Within 1 month",""
232,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Sundermann et al 2011-Gr1",2011,"STROOP baseline","accuracy","","Placebo 2nd session - neutral errors "," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",0,"",9,"1140.0000",310,"",0,"",15,"","#DIV/0!",NA,1,"#DIV/0!","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
200,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Sundermann et al 2011-Gr1",2011,"STROOP baseline","speed","","Placebo 1st session - neutral RT"," Subjects were instructed to decide via push button whether the color of the top row letters were writtetn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",890.8,"137.0000",17,"1140.0000",310,"",889,"154.1000",15,"","-0.01",NA,1,"-0.01","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
201,"Adults","EF-Inhibitory control-baseline","EF-Inhibitory control-baseline","ES_small","Sundermann et al 2011-Gr1",2011,"STROOP baseline","speed","","Placebo 2nd session - neutral RT"," Subjects were instructed to decide via push button whether the color of the top row letters were writtn in the same color of  the color name written in the bottom row.  In the neutral condtion the top row consisted of a series of XXXX 
and the bottom row of a word spelling a color name in white.  In the congruent condition; the bottom word was written in a consistent colour; in the incongruent condition in an incosistent colour","","",834.5,"147.0000",17,"1210.0000",320,"",838.1,"131.5000",15,"","0.03",NA,1,"0.03","",1,"","","","",NA,"","1","Since birth","till  adolescence","Soon after birth",""
